Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,polarity,sentiment
dani | jungwoo banner,@nix_lhj,2023-03-13T00:25:39.000Z,#notojeepneyphaseout pero sana i-phaseout na yung mga lalaking makaupo sa jeep akala mo ang laki ng bayag kung makabukaka,1.0,9,24,0,neutral
𝙡𝙪𝙞𝙨𝙖 𝙢𝙖𝙚,@lowesabee,2023-03-12T23:18:28.000Z,yung jeep na nasakyan ko pwede ka maging early bird o ma-late sa sobrang bilis magpatakbo eh haha leche #notojeepneyphaseout pa rin,,,1,-1,negative
ᶜʰᵉˡˡᵉ,@cheeeeelle_,2023-03-12T18:22:50.000Z,#notojeepneyphaseout,,,,0,neutral
Samú,@_reigov,2023-03-12T17:56:28.000Z,slaaaaay anteh #notojeepneyphaseout,,,2,0,neutral
Alysrant,@Alyssrants,2023-03-12T17:18:21.000Z,#notojeepneyphaseout,,,,0,neutral
Ton Yung Gala #Gising Pilipinas!,@eydipi28,2023-03-12T14:31:09.000Z,"for the information of everybody, kaya nag-viral ang dance craze na ‘to is because gustong matulungan ng mga anak ng jeepney drivers yung mga tatay nila due to the weeklong nationwide transport strike last week. sana pinanood muna natin yung episode tonight. #notojeepneyphaseout",9.0,64,848,0,neutral
yska,@yslrszn,2023-03-12T14:13:42.000Z,#notojeepneyphaseout,1.0,70,162,0,neutral
Mags #TunayNatingLakas,@jgmagtibay,2023-03-12T13:55:26.000Z,"mga kapwa ko iskolar ng bayan, tumungo tayo kung nasaan ang mga driver, mga operator, mga manininda, mga mangggawa. kasama nila, dito natin lilikhain ang kinabukasan para sa lahat!#notojeepneyphaseout#servethepeople",,1,2,0,neutral
"inactive, busy sa acads",@laix4ikeu,2023-03-12T13:34:33.000Z,dapat mga face shamer na lang  ang piniphaseout sa mundo e #notojeepneyphaseout,,,,0,neutral
Alyana Amesyl,@markyanna_,2023-03-12T13:26:33.000Z,"okay, may kinalaman naman pala sa #notojeepneyphaseout pero yun na yun? parang isiningit lang yung jeepney issues and then gora na agad sa tiktok dance ",1.0,,,-2,negative
— ; updated!,@loveyubibi,2023-03-12T13:22:30.000Z,"kakabasa ko lang nung r-18 shot mo na ""the ride"" #notojeepneyphaseout hshahahahahaha — hshahahahahaa tama! pano nalang sila diba they don’t know eo name pa ngaaa!! #notojeepneyphaseout  https://curiouscat.me/yubicakes/post/1309334506…",1.0,1,28,1,positive
The Vanguard,@pupthevanguard,2023-03-12T13:13:57.000Z,𝗢𝗣𝗜𝗡𝗬𝗢𝗡 | pasada ng buhaybasahin: https://tinyurl.com/2y2tkfx2: gerald rendon: justine antonio cueva#thevanguard#notojeepneyphaseout,,1,3,0,neutral
Stephen,@seji_iL,2023-03-12T13:10:38.000Z,#notojeepneyphaseout,,2,13,0,neutral
elle,@onceelds,2023-03-12T13:08:40.000Z,nagrigat awan jeep. #notojeepneyphaseout,,,1,0,neutral
Gabriel,@Gabrielle_Tba,2023-03-12T12:58:26.000Z,putang inang mga bata at mga lgtv na yan phase out nalang ni sila bi#notojeepneyphaseout,,,,0,neutral
Joseph Marco (Taylor’s Version),@themarcouuu,2023-03-12T12:26:23.000Z,ang popogi ng mga isko na katapat at katabi ko sa ikot. #notojeepneyphaseout,1.0,,1,0,neutral
migu #SahodItaasPresyoIbaba,@migopags,2023-03-12T12:02:48.000Z,"kaya kahit tapos na ang strike, di pa tapos ang laban.support drivers! join the calls for #notojeepneyphaseoutengage in discussion! we need to raise awareness on these issues!join mass organizations! power lies in collective action :"") #joinaghamyouth & other mass orgs!",,1,3,-1,negative
STAND UP,@standupdiliman,2023-03-12T11:57:21.000Z,sigaw ng mga kabataan at tsuper…#notojeepneyphaseout,,2,1,0,neutral
︎ ︎,@youmred,2023-03-12T11:53:56.000Z,#notojeepneyphaseout,1.0,,3,0,neutral
.,@warriorhey,2023-03-12T11:31:05.000Z,pagpupugay sa mga araw araw gumigising upang mamasadakailangan ang modernisasyon ngunit hindi dapat ito namimili ng iaangat.  pantay at akma dapat sa sitwasyon ng bawat isa.#notojeepneyphaseout,,,,0,neutral
Minister of pre-colonial Philippines,@MTruthbringer,2023-03-12T11:04:11.000Z,"#notojeepneyphaseout know that if this guy is so toxic he'd accuse anyone against the cpp-npa-ndf as foreigners and called a cunt and bitch, you are not for the masses. might as well be bootlickers for the us imperialists",,1,3,2,positive
;,@0Sunnyyyy0,2023-03-12T11:03:32.000Z,"nganong jeep man ang walaon, kung akong kinabuhi nalang diay.#notojeepneyphaseout",,,,0,neutral
༺☆༻,@antisocialphase,2023-03-12T10:42:25.000Z,bis hi jopay nalat igphase out niyo wag na jeep #notojeepneyphaseout,1.0,,2,0,neutral
aya.dnd,@maybeaya_x,2023-03-12T10:24:15.000Z,government should be waging war against poverty. not waging war against the poor.#notojeepneyphaseout,,,2,-1,negative
"ఇ noreen saw nct127, svt & nctdream!!! ఇ",@joomandu_,2023-03-12T10:13:46.000Z,"ngayon ko lang napanuod, but sa kasagsagan ng jeepney phase out issue wayv released this content  wayv for  #notojeepneyphaseout",,,1,-1,negative
UPAAEC,@Sirkel1975,2023-03-12T09:30:00.000Z,"𝐘𝐄𝐒 𝐓𝐎 𝐏𝐑𝐎-𝐏𝐄𝐎𝐏𝐋𝐄 𝐌𝐎𝐃𝐄𝐑𝐍𝐈𝐙𝐀𝐓𝐈𝐎𝐍, 𝐍𝐎 𝐓𝐎 𝐉𝐄𝐄𝐏𝐍𝐄𝐘 𝐏𝐇𝐀𝐒𝐄𝐎𝐔𝐓!read the full statement at our facebook page, up agricultural and applied economics circle.#notojeepneyphaseout",,12,20,0,neutral
Neo Aison,@KasamaNiyo,2023-03-12T09:25:08.000Z,"hangga’t may banta sa kabuhayan at karapatan, patuloy tayong magkakaisa at makikiisa sa panawagan: #notojeepneyphaseout! serbisyo sa tao, wag gawing negosyo!ilang kuha sa family day kasama ang up transport group ",,,24,-1,negative
STAND UP,@standupdiliman,2023-03-12T09:21:08.000Z,ngayon ay nagtatalakayan kasama ang mga tsuper at kabataan tungkol sa  kasalukuyang kalagayang pang-ekonomiya at mga problemang kinakaharap ngnmga mamamayan.#notojeepneyphaseout,1.0,,2,2,positive
STAND UP,@standupdiliman,2023-03-12T09:17:57.000Z,"tuloy-tuloy ang kainan, talakayan, at tawanan kasama ang uptg sa huling araw ng kampuhan dito sa vinzon’s bilang culmination ng matagumpay na transport strike!#notojeepneyphaseout",1.0,9,33,0,neutral
,@elaydiyaaa,2023-03-12T09:12:59.000Z,eh nag breakdown sa jeep#notojeepneyphaseout,,,1,0,neutral
kara,@KaraTaggaoa,2023-03-12T07:24:53.000Z,tuloy ang laban! #notojeepneyphaseout,,7,78,0,neutral
aza,@johnjaenoona,2023-03-12T07:06:18.000Z,#notojeepneyphaseout  !!!!,1.0,,1,0,neutral
KA SEULGI,@Ka_Trixia,2023-03-12T07:03:15.000Z,#notojeepneyphaseout https://twitter.com/psaich0/status/1634603172986753024…,,,,0,neutral
andree,@yourbae_andree,2023-03-12T06:53:31.000Z,replying to @llliyna,1.0,,1,0,neutral
Paul 2nd Variant,@pilosopaul,2023-03-12T06:39:21.000Z,pinoy jeepney - sports car rock by infraction (youtube)#art #popup #popupcard #popupbook #pinoy #jeep #jeepney #notojeepneyphaseout,5.0,27,67,0,neutral
adie,@unadientified,2023-03-12T06:28:08.000Z,#notojeepneyphaseout,1.0,,1,0,neutral
keya,@enhypenat3d,2023-03-12T05:38:49.000Z,recommended #notojeepneyphaseout,1.0,1,1,1,positive
mary,@m_arialigaya,2023-03-12T04:55:30.000Z,#notojeepneyphaseout po tayo pero wag naman tau mag munimuni sa highway kuya,,,1,0,neutral
Noodlehead,@ArtofNoodlehead,2023-03-12T04:46:56.000Z,#notojeepneyphaseout,,3,2,0,neutral
iyan,@abvocadoo,2023-03-12T01:20:24.000Z,#notojeepneyphaseout,,,1,0,neutral
Scanner De Jesus,@scannerism,2023-03-12T00:11:42.000Z,#notojeepneyphaseout,,,,0,neutral
rory,@theburntpages,2023-03-12T00:03:02.000Z,#notojeepneyphaseout ★ ! !,,,4,0,neutral
zuzu,@Zuriru2rd,2023-03-11T23:33:30.000Z,replying to @ilyminjeongie,1.0,,,0,neutral
leiiugggh,@lei_xam,2023-03-11T23:22:21.000Z,#notojeepneyphaseout,,,2,0,neutral
FAIR YOUTH,@mmmpphhhh,2023-03-11T23:20:43.000Z,gibain ko bahay niyo tas palitan natin bago for the sake of modernisation pero ikaw magbabayad. g?#notojeepneyphaseout,,,2,1,positive
FRANCIS CANDIA,@franciscandiyey,2023-03-11T20:48:32.000Z,naalala ko dati nag jeep ako tapos hindi ko alam ang babaan ko pero alam ko syete ang pamasahe ko daw. sabi ko sa driber jan lang po basta sa seven pesos!  #notojeepneyphaseout,,,3,-1,negative
Rachelyn,@RachelynMontero,2023-03-11T20:48:24.000Z,hanggang sa panaginip ko #notojeepneyphaseout  pa rin ang discussion mg mga tao,1.0,,,1,positive
Daki,@caishippo,2023-03-11T19:36:17.000Z,kaka #notojeepneyphaseout ko na phase out na rin ni papá 1 week allowance ko,,,2,0,neutral
johnniieeeee,@johnybelieves,2023-03-11T18:54:01.000Z,@jinyoungdaddy mga bibi mo oh?! ang kukyuuutt!! the way ten and xiaojun converse in tagalog. cuties! #wayv #notojeepneyphaseout,1.0,,1,0,neutral
Yuta,@KiminoKirito,2023-03-11T17:44:32.000Z,dapat nung nakaraan pa to e. #notojeepneyphaseout,1.0,,8,0,neutral
Karen,@Kharryholic,2023-03-11T17:24:31.000Z,nganong jeep ang walaon? kung ang pliti na lang diay?  #notojeepneyphaseout,,,1,0,neutral
axel malungkot,@axelalisonswift,2023-03-11T17:04:35.000Z,#notojeepneyphaseout,,,2,0,neutral
lars,@myluvjaehyuck,2023-03-11T15:39:48.000Z,#notojeepneyphaseout ,,,,0,neutral
mahal nyong sol (she/they),@moveimgaytarist,2023-03-11T15:38:34.000Z,"workers are the real gods, they built everything we ever knew.and puv drivers helped them get there#notojeepneyphaseout #standwithourdrivers",,1,7,1,positive
rory,@theburntpages,2023-03-11T15:20:16.000Z,"ano na'ng matitira sa kanila? piso? palibhasa, hindi niyo danas ang hirap nila; hindi niyo nararanasan ang kahirapan na epekto ng kapalpakan niyo. palibhasa, may pribilehiyo kayo. #notojeepneyphaseout sapagkat ito'y para lamang sa mga may pribilehiyo.",,,,-2,negative
haburtday hetsan,@gumigiselle,2023-03-11T15:18:05.000Z,#notojeepneyphaseout,,,,0,neutral
Chel Piad,@wanderfulchel,2023-03-11T15:03:16.000Z,legit po ba? gawang china nga ang ipapalit? please!!!#notojeepneyphaseout #yestojeepneyupgrade #pinoypotayosanaiprioritynamanangmgapinoyatangsarilingbansa,,,,0,neutral
iza,@NotIxza,2023-03-11T14:47:39.000Z,#notojeepneyphaseout,,,,0,neutral
,@mxles_s,2023-03-11T14:25:06.000Z,hindi ko pa to nararanasan pls lang po#notojeepneyphaseout,,,,-1,negative
Y,@Future_MDsmp,2023-03-11T14:10:31.000Z,#notojeepneyphaseout,,,,0,neutral
when they burnt,@bbrentwb,2023-03-11T14:01:34.000Z,"“nagsikap kami. nagpaalipin kami sa ibang bansa para makapagpundar lang, tapos ilang taon pa lang, biglang lalabas yang phaseout na yan, papaanong 'di ka magagalit sa gobyerno. nangarap ka na magkaroon tapos biglang mawawala nang ganon-ganon na lang.”#notojeepneyphaseout",,9,16,-3,negative
,@kapeyapaan,2023-03-11T12:19:10.000Z,#notojeepneyphaseout,,,,0,neutral
prtyyhooman,@3therealsha,2023-03-11T12:19:08.000Z,2ru #notojeepneyphaseout,,,,0,neutral
UP College of Mass Communication Student Council,@updcmcsc,2023-03-11T12:15:19.000Z,"sa huling araw ng kampuhan, inaanyayahan ang lahat na makiisa sa gaganaping family day kasama ng mga tsuper sa vinzon's hill tambayan complex (3:00pm). mayroong mga libreng pagkain, palaro, at performances! #notojeepneyphaseout",,2,4,0,neutral
UP College of Mass Communication Student Council,@updcmcsc,2023-03-11T12:15:10.000Z,"tingnan: sa pangunguna ng @upcineastes, isinagawa ang movie day kasama ng mga residente sa pook aguinaldo bilang pakikiisa sa panawagan ng mga tsuper tutol sa puv modernization program. #notojeepneyphaseout",1.0,17,38,-1,negative
Kian Noguera,@kiannoguera,2023-03-11T12:08:07.000Z," #notojeepneyphaseout educational discussionnagsagawa ng isang diskusyon ang @upcesc at @upced_core, kasama si ka nolan grulla, patungkol sa kinakaharap na hamon ng mga tsuper dahil sa puv modernization program.ang laban nila ay laban ng mamamayang pilipino! ",,,10,0,neutral
,@mspeachqiss,2023-03-11T11:57:37.000Z,#notojeepneyphaseout,,,,0,neutral
✿•˖* ʀ²³ | haechan day!,@yunobsessed,2023-03-11T11:43:10.000Z,wayv said no to jeepney modernization #notojeepneyphaseout,,,,0,neutral
Catherine Reyes,@khate0817,2023-03-11T11:35:38.000Z,#notojeepneyphaseout,,,,0,neutral
jhem3rlyn @ #91 komiket pride ♡,jhem3rlyn @ #91 komiket pride ♡,2023-03-11T11:31:46.000Z,"""gulong ng buhay""#notojeepneyphaseout",8.0,47,159,0,neutral
rai,@foolsracha,2023-03-11T10:29:03.000Z,#notojeepneyphaseout,,,,0,neutral
zeree george,@zereejons,2023-03-11T10:07:06.000Z,#notojeepneyphaseout,,22,41,0,neutral
밤| ʜᴀʀᴅ⚃⚃ | ᴇxɪꜱᴛ✶,@vtotheatothem,2023-03-11T10:06:16.000Z,replying to @justprotectnct,1.0,,,0,neutral
karenina,@seokshujie,2023-03-11T10:05:26.000Z,kaya naman #notojeepneyphaseout,,,,1,positive
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-11T10:00:37.000Z,"gaganapin ito sa 13 marso 2023 (lunes) mula 4:00 pm hanggang 6:00 pm sa room 5, 4/f student union building (sub).register here: http://tinyurl.com/sakaynatasyokitakits! #notojeepneyphaseout#sakaynatasyo ",,2,5,0,neutral
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-11T10:00:35.000Z,"kilalanin natin ang up kabataang pilosopo tasyo bago ang 𝗦𝗮𝗸𝗮𝘆 𝗻𝗮, 𝗧𝗮𝘀𝘆𝗼! 𝗨𝗣 𝗞𝗮𝗯𝗮𝘁𝗮𝗮𝗻𝗴 𝗣𝗶𝗹𝗼𝘀𝗼𝗽𝗼 𝗧𝗮𝘀𝘆𝗼 𝗚𝗿𝗮𝗻𝗱 𝗔𝗽𝗽𝗹𝗶𝗰𝗮𝗻𝘁𝘀’ 𝗢𝗿𝗶𝗲𝗻𝘁𝗮𝘁𝗶𝗼𝗻!#notojeepneyphaseout#sakaynatasyo ",1.0,15,16,0,neutral
georgia rose (RT only),@grgrswang,2023-03-11T09:53:57.000Z,#notojeepneyphaseout #buildjakapan,,,,0,neutral
Kabataan Partylist Bulacan,@KPL_Bulacan,2023-03-11T09:46:54.000Z,"kaalinsabay nito ang pamimigay rin ng mga kabataan mula sa bulacan state university-sarmiento campus kahapon, ika-10 ng marso taong 2023. (2/2)basahin ang buong pahayag: https://m.facebook.com/story.php?story_fbid=pfbid0bdogerfpuzhbjxwyaylrabi6r6aluaz1ulgycvnbh2ebuvjoxpwwgqvwcrytpi5kl&id=100077984853136&mibextid=nif5oz…#notojeepneyphaseout #notopuvphaseout",,3,5,0,neutral
Kabataan Partylist Bulacan,@KPL_Bulacan,2023-03-11T09:46:35.000Z,"tignan: namahagi ng polyeto, stickers, at nangalap ng pirma para sa petisyon patungkol sa puv modernization program ang mga kabataan ng bulacan sa santa maria jeepney terminal. (1/2)#notojeepneyphaseout #notopuvphaseout",1.0,8,21,1,positive
ann,@shan_bangg,2023-03-11T08:57:51.000Z,kun said #notojeepneyphaseout,,,,0,neutral
Heartstopper,@overthereianbow,2023-03-11T08:57:43.000Z,#notojeepneyphaseout,1.0,,,0,neutral
CAMS,@coronelcj_,2023-03-11T08:52:39.000Z,kaya #notojeepneyphaseout  ,,,,1,positive
mai,@dohkyngsoo,2023-03-11T08:50:27.000Z,tama #notojeepneyphaseout,,,,1,positive
ۦ,@nanaceaah,2023-03-11T08:38:02.000Z,eurt gustong-gusto pa nga nila ma try kaya #notojeepneyphaseout https://twitter.com/qintty/status/1634169748459241473…,,,,1,positive
achi,@cheesychiiii,2023-03-11T08:31:45.000Z,the king has spoken #notojeepneyphaseout,,,,0,neutral
AlterMidya,@altermidya,2023-03-11T08:30:00.000Z,tagumpay ang #notojeepneyphaseout transport strike ng drivers at operators nitong nagdaang linggo. pero nananatili ang tanong: ligal ba na ipagbawal ang pagpasada ng traditional na jeep sa planong jeepney phaseout?panoorin ang aming report:,,13,22,-1,negative
sei,@soonkwonwoo,2023-03-11T08:25:13.000Z,"helping a stranger. kimmy! follow niyo raw siya nakikinig daw siya kay taylor swift, ariana grande, the weeknd, arctic monkeys, etc. sabi niya rin po #notojeepneyphaseout at lalong lalo na sa lahat sa green school nag aaral",3.0,1,1,1,positive
kiwi,@heaven_antonia,2023-03-11T08:18:35.000Z,grabe agwat ng pamasahe between jeep and mini bus huhuhu #notojeepneyphaseout,,,,0,neutral
GlobalVoices SE Asia,@gvsoutheastasia,2023-03-11T07:15:55.000Z,filipino drivers hold jeepney strike against the government’s phaseout plan http://ow.ly/5ovo50nfuas #notojeepneyphaseout,,1,3,-1,negative
GoodNewsPilipinas.com,@GoodNewsPinas_,2023-03-11T07:01:06.000Z,"the #notojeepneyphaseout mass action triggered the surfacing of various redesigns of the jeepney that carry the traditional look, from manufacturers like francisco motors, sarao motors, and independent designers of haruroot, among many others",,1,2,1,positive
skyy ★⁵,@seungminnsky,2023-03-11T06:59:26.000Z,he said #notojeepneyphaseout ,,,,0,neutral
s.kai,@zkailedoscope,2023-03-11T06:59:20.000Z,kings #notojeepneyphaseout,,,,0,neutral
☆,@jaefiqs,2023-03-11T06:42:19.000Z,#notojeepneyphaseout sabi ni kun,,2,7,0,neutral
cj ✮,@nishiminji,2023-03-11T06:40:27.000Z,#notojeepneyphaseout,,,,0,neutral
Kabataan Partylist - UST #LabanKabataan,@KabataanPL_UST,2023-03-11T06:34:24.000Z,join kabataan partylist - ust! sign up here: https://forms.gle/2yzprwserw428vwu5…#notojeepneyphaseout#pagasangbayan#kabataan,,4,5,2,positive
Yel lixangel,@YLixangel,2023-03-11T06:32:03.000Z,...magkita unta tag balik before ma phase out ang jeep  ambot ug nalibat ba ko nga gaka lantaw ka nako or akoy cge lantaw nmo gamit akong peripheral vision pero cutie ka kuya. chariz hahaha #notojeepneyphaseout  dpat magkita sa mi ug balik ,1.0,,1,0,neutral
lou | au library,@leeonsunflower,2023-03-11T06:26:46.000Z,kun said #notojeepneyphaseout,,,,0,neutral
♡,@shuajushi,2023-03-11T06:04:49.000Z,#notojeepneyphaseout,,,,0,neutral
ruth perfect 7,@peculiaruthy,2023-03-11T04:54:39.000Z,hahahahahahahahha dagdagan natin tags mo#alamatgayumamvgayuma mv out now#raffytulfoinaction#notopiracy#notojeepneyphaseout #tomasitodeservesthebest#justicefortomasito#tomasitosetfreealiw talaga sayo tomas hahahahaha,,,,1,positive
피치ᵈʸ,@peachestnutx,2023-03-11T04:52:37.000Z,#notojeepneyphaseout,,,1,0,neutral
rai| HAECHAN'S MONTH,@mo0ominren,2023-03-11T04:48:34.000Z,kun says #notojeepneyphaseout,,,,0,neutral
iver,@filwysd,2023-03-11T04:37:37.000Z,#notojeepneyphaseout,,,,0,neutral
kiel ₍˄·͈༝·͈˄₎ JAEMIN CAT DAD,@kielsjaeno,2023-03-11T04:36:49.000Z,#notojeepneyphaseout ,,,,0,neutral
야현,@yaeunstar,2023-03-11T04:30:16.000Z,#notojeepneyphaseout,1.0,,2,0,neutral
hope kiss by djj enjoyer,@whatswithmark,2023-03-11T04:26:47.000Z,president kun said #notojeepneyphaseout,,,,0,neutral
kirsten saw mark lee 9.4 4.29 :),@onyourhao_0,2023-03-11T04:21:53.000Z,jeepneys are top tier pero patok jeeps? god tier yan tang ina san ka nakakita magccommute ka lang nanginig pa buong kaluluwa mo?  #notojeepneyphaseout !!!!,,,,1,positive
vincent,@johncasacs,2023-03-11T04:19:48.000Z,kun really said #notojeepneyphaseout,,,1,0,neutral
jelly loves haechan,@haechobi,2023-03-11T03:48:37.000Z,#notojeepneyphaseout,,,,0,neutral
•,@okvsanti,2023-03-11T03:48:33.000Z,ngayon ko lang ulit nakita#notojeepneyphaseout,1.0,,3,0,neutral
J,@dearenyang,2023-03-11T03:46:25.000Z,#notojeepneyphaseout !!!,,1,3,0,neutral
HAECHAN DAY,@rxjqe,2023-03-11T03:41:42.000Z,#notojeepneyphaseout,,,,0,neutral
Filipino Fietser - Jay #NoToPAREX #IlogPasiglahin,@FilipinoFietser,2023-03-11T03:39:34.000Z,"while we're having arguments here on twitter, our friends @alyssajbelda et al. are continuing our advocacies offline and engaging with people in person for a better future.let's support them.#ilogpasiglahin #notoparex#notojeepneyphaseout #inclusivetransport#bancars",1.0,9,31,3,positive
ley | giveaway,@yuneolvr,2023-03-11T03:37:55.000Z,hoy sabi ni kun (at ng wayv) #notojeepneyphaseout ayusin nyo,,,,1,positive
ALWAYS X1,@always_x1,2023-03-11T03:31:55.000Z,#notojeepneyphaseout,,,,0,neutral
chloe♡,@sujustfu,2023-03-11T02:57:07.000Z,#notojeepneyphaseout malala,,,,-1,negative
oze,@ozzefraj,2023-03-11T02:51:33.000Z,"ik modernization is necessary. i just wish that people at the top cared enough to also consider maintaining the culture of colorful transportation alongside sustainable, ethical system of replacing the old jeepneys, and that di sila magmadali :'))  #notojeepneyphaseout",1.0,,,2,positive
sie,@diveincity,2023-03-11T02:49:57.000Z,#notojeepneyphaseout,,,,0,neutral
마크,@minhyunglvs,2023-03-11T02:45:44.000Z,#notojeepneyphaseout,,,1,0,neutral
ziel,@JEN4RK,2023-03-11T02:45:44.000Z,#notojeepneyphaseout,,,,0,neutral
°•. lightstick for rent .•°,@dreamryll,2023-03-11T02:43:28.000Z,wayv said #notojeepneyphaseout,1.0,1,1,0,neutral
kirs,@HAECH4NGINAM0,2023-03-11T02:43:08.000Z,#notojeepneyphaseout,,,,0,neutral
ุ,@khrxztlxx,2023-03-11T02:41:17.000Z,#notojeepneyphaseout,,,1,0,neutral
jill,@_jilliannn,2023-03-11T02:36:23.000Z,#notojeepneyphaseout,,,,0,neutral
,@renjunlesbians,2023-03-11T02:35:46.000Z,kung really said #notojeepneyphaseout!,,,,0,neutral
𝚃𝚎ℓ | exist × istj × reboot,@telymyeon09,2023-03-11T02:04:57.000Z,#notojeepneyphaseout,,,,0,neutral
Kirl | Adulting era | EXO IS FINALLY BACK!,@kirlforExo,2023-03-11T02:04:46.000Z,kaya #notojeepneyphaseout mga bhie identity natin yun,,,,1,positive
HAPPY TAEIL DAY!,@kuniloey,2023-03-11T02:03:07.000Z,#notojeepneyphaseout,,21,61,0,neutral
