Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,,,
Glaiza Lee,@zieewu,2023-03-08T13:56:37.000Z,"Replying to 
@JRDimacalinta",,,,,,
alas tres,@auqsachem,2023-03-08T13:55:58.000Z,#NoToJeepneyPhaseOut,,,1,,,
xtina,@crnivq,2023-03-08T13:55:03.000Z,saw a tiktok vid na pinipilit nung isang driver yung isa pang driver na wag pumasada at sumama sa strike para ipaglaban sila pero sabi ng latter dumilihensya lang daw sya ng pang-almusal  broke my heart parehong may pinaglalaban #NoToJeepneyPhaseout,,,7,,,
Ian Lawrence,@ilaw_,2023-03-08T13:54:56.000Z,#NoToJeepneyPhaseout,,,4,,,
inumaki,@renzysivan,2023-03-08T13:53:24.000Z,#NoToJeepneyPhaseout,,,,,,
a,@i_nniemeenie,2023-03-08T13:52:58.000Z,#NoToJeepneyPhaseout,,,,,,
dedx,@inglesngkawali,2023-03-08T13:52:33.000Z,#NoToJeepneyPhaseout ,,,1,,,
kalats,@kalatnijyulli,2023-03-08T13:46:26.000Z,#NoToJeepneyPhaseout,,,,,,
kuya.mo.juswa,@juswant2beyours,2023-03-08T13:43:47.000Z,"miss ko na sumakay sa jeep tas pati ikaw syempre HWHAHAHAHa

#NoToJeepneyPhaseout",,,3,,,
īra | ★⁵,@abouttaynew,2023-03-08T13:43:10.000Z,"Replying to 
@allfortaynew_",1,,,,,
ㅂ,@jihlemonade,2023-03-08T13:41:46.000Z,WHAHAHWHWHAHSHSHSHSHWHWHWHW #NoToJeepneyPhaseout,,,,,,
Jecky,@jrc_mcmy,2023-03-08T13:37:37.000Z,I just leave it here. #NoToJeepneyPhaseout https://twitter.com/onlyfans_zan/status/1632990040518434816…,,,,,,
harvelyn namamalimos ng ticket,@harvelyyyn,2023-03-08T13:34:32.000Z,"pang umabot sa makakatalo nya ang kapwa driver nya. parehas may punto at parehas may pinagdadaanan #NoToJeepneyPhaseout pls lang, maawa kayo sa mga driver, tatay, anak.",,,1,,,
karencopper,@ikenkenkaren,2023-03-08T13:34:08.000Z,"Hi all, i'm planning to sell my BTS collections and donate the proceeds to the farmers in my town and legit Jeepney Org who are supporting our drivers here in MM. What legit transpo Org can you recommend?

#NoToJeepneyPhaseout
#HelpOurFarmers",,,2,,,
chicken sandwich sa mcdo,@numeiun,2023-03-08T13:33:05.000Z,"Parehong tama, walang makikitang mali sa statements nila kasi both opinions are valid. Ang tanging mali dito ay ang desisyon ng gobyerno, kung patuloy silang hindi makikinig sa boses ng taong bayan. Wala ring patutunguhan ang pinaglalaban ng isa't isa. (2/2)

#NoToJeepneyPhaseout",,,1,,,
chicken sandwich sa mcdo,@numeiun,2023-03-08T13:33:04.000Z,"#NoToJeepneyPhaseout

This vid from tiktok is really heartbreaking. Parehong silang jeepney driver; yung isa dumedilihensya para may makain at yung isa naman lumalaban para sa karapatan nilang mga driver. (1/2)",1,,2,,,
rardo,@hotbitterwater,2023-03-08T13:31:03.000Z,bakit kelangan na mapilitan silang magkaroon ng strike para lang mapakinggan ang mga boses nila when the modernization should be carefully planned and mabigyan ng konsiderasyon ang mga jeepney drivers in the first place? alam na yata natin ang sagot dito. #NoToJeepneyPhaseout,,,1,,,
tine,@qtynpai,2023-03-08T13:18:43.000Z,#NoToJeepneyPhaseout,1,,1,,,
dale,@twitnidale,2023-03-08T13:18:20.000Z,"""Tabi, tabi, dadaan kami!""

#InternationalWomensDay
#NoToJeepneyPhaseout",,,,,,
사브,@thelifeIine,2023-03-08T13:17:22.000Z,"Replying to 
@orphicpen",,,1,,,
Seannn,@SeeaannMichael,2023-03-08T13:17:15.000Z,"#NoToJeepneyPhaseout 

-Educational Purposes Only",,,1,,,
kimmy ･ᴗ･ captain shotaro,@mmyreligion,2023-03-08T13:15:40.000Z,napakamot ulo ako don sa nag comment sa post ko about #NoToJeepneyPhaseout sa fb. nalalate daw sya dahil sa mga drivers…. ang gago next time maghanap syanv flying carpet,,,2,,,
ًlili,@uaapgfnini,2023-03-08T13:13:15.000Z,beep beep beep ang sabi ng jeep #NoToJeepneyPhaseout !!,,,1,,,
ꜱɪᴍᴏɴᴇ,@Seemoanee,2023-03-08T13:11:53.000Z,"#YesToJeepneyModernization
#NoToJeepneyPhaseout",,,8,,,
ᴊᴀɴ,@jhxvii,2023-03-08T13:11:48.000Z,"kung ngayong week na sana exam edi tapos na sana huhu. byw, #NoToJeepneyPhaseout pa rin pooo.",,,3,,,
Kara Taripe,@kara_taripe,2023-03-08T13:08:02.000Z,"I am a FILIPINO (), so I think it's better if they won't replace Jeepneys with something iconic. Even though Jeepneys are old fashioned in Philippines, it was more than that in our minds and hearts.
#NoToJeepneyPhaseout",,,1,,,
波風まいね (司波),@sharmainebyeol,2023-03-08T13:04:15.000Z,#NoToJeepneyPhaseout,,,,,,
ferrous,@f3rr0us,2023-03-08T13:04:05.000Z,update: umiiyak:< #NoToJeepneyPhaseout,,,,,,
reiko,@mondaymanfairy,2023-03-08T13:01:26.000Z,my bedroom and jeep kaya #NoToJeepneyPhaseout,,,,,,
FuturePedia MD,@hiram_ryu,2023-03-08T13:00:51.000Z,"Mga kakaiba at makakaaliw na paganaps kaya dapat talaga #NoToJeepneyPhaseout .

ctto",,2,17,,,
ㅂ,@habs_igop,2023-03-08T13:00:49.000Z,as in ambango nya talaga sa kili kili guys kanina pa nagpapawis kili kili q tas nung inamoy ko ambango bango parin #NoToJeepneyPhaseout,1,,2,,,
UP Materials Science Society,@UPMSS,2023-03-08T13:00:03.000Z,"Para po! What’s the talk about jeepney modernization? Catch up on this week’s Wisdom Wednesday!

READ MORE: https://tinyurl.com/WW2223-37

#WisdomWednesday 
#MaterialsScience
#NoToJeepneyPhaseout
#JeepneyModernization",,9,11,,,
TenderJuicy,@_hatdog_mo_,2023-03-08T12:49:09.000Z,#NoToJeepneyPhaseout,,,,,,
An Gel,@mhiss_angel,2023-03-08T12:46:17.000Z,"Sigaw ng mga tsuper, operator, at mananakay ng Pedro Gil, NO TO JEEPNEY PHASEOUT!

#NoToJeepneyPhaseout",,15,65,,,
,@kvsyujin,2023-03-08T12:46:06.000Z,"Bakit kailangan pang jeep ang pwede iphase out? pwede namang iphase out yung mga teacher na hindi nagtuturo pero nagbibigay ng maraming gawain

#NoToJeepneyPhaseout 
#YesToTeachertamadmagturoPhaseout",1,1,1,,,
ryla,@hiternd,2023-03-08T12:44:49.000Z,"Nakakapanlumo ang mga nangyayari sa mga jeepney drivers ngayon. 

#NoToJeepneyPhaseout",,,,,,
MagmarD,@MagmarDart,2023-03-08T12:44:47.000Z,"Yung 'di kana nakagalaw nang maayos pero kasya pa.

#NoToJeepneyPhaseout #PhaseOut #jeepney  #phaseout #digital #digitalart #art #artph #jeep",,,,,,
Sheekenjoy,@sromfel,2023-03-08T12:44:34.000Z,#NoToJeepneyPhaseout,,,3,,,
joellaaa,@joella_mhariee,2023-03-08T12:42:10.000Z,"Replying to 
@linndzie",1,,,,,
kk,@A1ken_,2023-03-08T12:40:11.000Z,#NoToJeepneyPhaseout kasi di pa ulit ako nakakasakay ng jeep pa binangonan (yung babasagin eardrums ko),1,,,,,
wanna di3,@esidoor,2023-03-08T12:39:55.000Z,#NoToJeepneyPhaseout,,,1,,,
YEY,@tomasjohnray,2023-03-08T12:38:00.000Z,"tapos yung binoto nila ay yung walang mailatag na plano para sa kanila. 

+ Naniwala nalang sa mga sabi-sabi. 

#NoToJeepneyPhaseout",,,1,,,
lalie* BITE ME OUT NOW!,@_dionyJin,2023-03-08T12:23:53.000Z,"Hi guys sana mapansin niyo to I need opinions about sa jeepney phaseout, if you are against please tell me why comment kayo ueueueu may debate kami about jan bukas e. Thankyou in advance <33 #NoToJeepneyPhaseout",,,,,,
BaekJo || Eribong cutie(OT9),@BigWins_BaekJo,2023-03-08T12:23:32.000Z,"Replying to 
@thetobenshoppe",,,,,,
Fatima Araneta,@fxtmugh,2023-03-08T12:23:13.000Z,#NoToJeepneyPhaseout,,,1,,,
raw,@biyahae,2023-03-08T12:23:05.000Z,"nabitin ako sa ending sige dahil dyan may special ending si iyang and renj pero d ko muna magagawa, mag jeep au muna tayo kasi #NoToJeepneyPhaseout !!",,1,1,,,
• ☾ serene ☽ •,@helloannxo,2023-03-08T12:22:32.000Z,"""Ang pinaglalaban natin ay atin...""
""Dumilihensya lang ako pang-almusal..."" 

#NoToJeepneyPhaseout",,,,,,
• ☾ serene ☽ •,@helloannxo,2023-03-08T12:20:49.000Z,"Saw a tiktok vid na nag-aaway yung dalawang jeep drivers dahil kailangan ni Kuya mamasada at yung isa ay nagagalit dahil parang gusto nyang tumigil rin ito para sa kanilang protest this week. Sobrang nakakalungkot lang. 

#NoToJeepneyPhaseout",,,,,,
愛,@tweetyveen,2023-03-08T12:18:32.000Z,the fact that majority sa mga jeepney drivers ni vote sa bbm-sara and now this is happening?!?! please have empathy!!! #NoToJeepneyPhaseout,,,,,,
Raoul Manuel #Kabataan,@iamRaoulManuel,2023-03-08T12:17:41.000Z,"ALERT: Tomorrow, March 9, 9am, the House Committee on Transportation will discuss the PUV Modernization Program.

Tumutok sa livestream!
#NoToJeepneyPhaseout",1,49,158,,,
Ayangggggggg,@ayadapnaxx,2023-03-08T12:17:28.000Z,#NoToJeepneyPhaseout,,,3,,,
rangchive D - DAY,@maaeoow_,2023-03-08T12:16:52.000Z,"tangina, naiiyak talaga ako para sa mga jeepney drivers, madam na nakaupo na ngayon kilos naman oh. It pains me knowing na hirap na hirap silang kumita these past few days. di kinakaya ng puso ko mga nakikita ko sa tiktok. #NoToJeepneyPhaseout",,,,,,
rachel,@rchlmaigarcia,2023-03-08T12:16:34.000Z,"two jeepney drivers arguing because isa sa kanila pumasada kahit may protesta. ""yung pinaglalaban natin para sa atin. para isalba ang atin."" tas yung isa ""dumidilehensya lang ako ng pang almusal at panggatos ng pamilya ko"" grabe...
#NoToJeepneyPhaseout",,,,,,
menace,@cruelwckedthing,2023-03-08T12:14:40.000Z,"hello kay kuya na katapat ko umupo sa jeep kanina, i love ur hair po huhu pwd po bang pagulo?? ksksksksksksks #NoToJeepneyPhaseout",1,,,,,
Innabuyog Gabriela Youth UP Baguio,@igyupb,2023-03-08T12:10:50.000Z,"#IWWD2023  
#NoToJeepneyPhaseout  
#NoToChaCha",,,2,,,
Maseukeu,@Maseukeu_gB1,2023-03-08T12:08:01.000Z,"Grabe ang sakit. Kelan ba tayo pakikinggan ng gobyerno na 'to
 #NoToJeepneyPhaseout",,,,,,
UP Baguio Outcrop,@upboutcrop,2023-03-08T12:07:53.000Z,"PANOORIN: Taliwas sa pahayag ng lokal na administrasyon ng Baguio na personal na interes ang pinaiiral ng tigil-pasada ng PUJs, iginiit ng mga tsuper at maliliit na operator ang kanilang pagtutol sa PUV Modernization Program.

FULL: http://bit.ly/3Zt23iP

#NoToJeepneyPhaseout",,153,282,,,
`,@Brbschrstn,2023-03-08T12:01:19.000Z,"Parehong may pinaglalaban at pareho niyo silang di masisisi. Ang sakit panoorin ng ganito!
#NoToJeepneyPhaseout",,2,1,,,
pika,@binified_,2023-03-08T11:59:24.000Z,#NoToJeepneyPhaseout,1,10,50,,,
,@sojutogo,2023-03-08T11:58:51.000Z,"TRANSPARENCY REPORT

Total donations: P 400.00 all donated to 
@anakbayan_ph
. 

Thank you for your support, tuloy parin ang laban hangga't patuloy parin ang pagpapahirap sa tsuper at mamamayan at hangga't hindi pa rin ibinabasura ang OFG
#NoToJeepneyPhaseout",1,2,20,,,
matt,@jeanmatthewb,2023-03-08T11:58:29.000Z,#NoToJeepneyPhaseout,,,,,,
⋇,@caniazki,2023-03-08T11:53:50.000Z,#NoToJeepneyPhaseout,,,,,,
shi,@into_keunszmc,2023-03-08T11:46:38.000Z,"#NoToJeepneyPhaseout

JUST NO! Unahin ang kapakanan ng mga jeepney driver at mga komyuter! HUWAG SILANG IWANAN!",,,1,,,
≡ R0SE,@Gandrugs_02,2023-03-08T11:46:34.000Z,"Grabe ang hearth breaking nung vid na nag-aaway na mga tsuper. Yung isa bumabyahe para may maipang almusal yung pamilya niya tas yung isa naman kasama sa mga nakistrike para ipaglaban na hindi dapat iphaseout ang mga jeep. Parehas valid reason :(

#NoToJeepneyPhaseout",1,,1,,,
elle chim,@qkimx,2023-03-08T11:46:05.000Z,"Replying to 
@ManilaHugots",,,2,,,
Migs,@MigontheRoad,2023-03-08T11:44:41.000Z,"i love twitter
#YesToJeepneyModernization 
#NoToJeepneyPhaseout",,1,,,,
"Renato Ragus, Jr.",@rs015dbph,2023-03-08T11:34:51.000Z,"Hoy! Manong, saan ka naka tingin? 
...baka magka kulite ka.  
#NoToJeepneyPhaseout 
Bwahaha ",2,3,12,,,
Cxnc_,@krazypixell,2023-03-08T11:29:41.000Z,#NoToJeepneyPhaseout,,,,,,
Nadja De Vera #SahodItaas,@letmebeyourtita,2023-03-08T11:24:06.000Z,Salamat po sa tapang at sigasig! Salamat at tinuruan niyo kami muli magkaisa at lumaban. Walang iwanan! #NoToJeepneyPhaseout  #NoToPUVPhaseout  #TransportStrike #TuloyAngLaban,,4,33,,,
cosme,@lacsinakavin,2023-03-08T11:23:37.000Z,"driver1: ang ipinaglalaban natin ay atin, ang jeep natin!!!
driver2: oo alam ko ‘yun.
drvr1: oh alam mo pala ba’t bumiyahe?
drvr2: dumilihensya lang ako ng pang almusal.

parehong may ipinaglalaban kaya wala tayong dapat sisihin dito kung hindi ang gobyerno. #NoToJeepneyPhaseout",,1,3,,,
xvhafaj,@araflmzzz,2023-03-08T11:21:02.000Z,#NoToJeepneyPhaseout,,,,,,
𝔼𝕝𝕝𝕖 | Missing Mamamoo,@lovelynoonaaaa,2023-03-08T11:20:42.000Z,"Saan ang progress kung lalong mababaon sa utang mga jeepney drivers!

#NoToJeepneyPhaseout",,,,,,
텐ఇ,@deitychungha,2023-03-08T11:20:38.000Z,"grabe, goosebumps! nasa sambayanan talaga ang kapangyarihan at wala sa mga pasistang nakaupo! 

#IWWD2023 
#NoToJeepneyPhaseout",,,,,,
kal,@kalliecln,2023-03-08T11:20:12.000Z,#NoToJeepneyPhaseout,,,2,,,
Darnell Gould,@DarnellGould12,2023-03-08T11:20:00.000Z,"Jeepney is the soul of the city!

#NoToJeepneyPhaseout",,,,,,
PAN パン VTUBER,@panthebread,2023-03-08T11:19:58.000Z,"Replying to 
@darenjoyoioi",1,1,9,,,
𝔼𝕝𝕝𝕖 | Missing Mamamoo,@lovelynoonaaaa,2023-03-08T11:19:14.000Z,"I'm okay with jeepney phaseout if:

The govt will provide the means to replace the old ones WITHOUT making rhe jeepney drivers pay for it

#NoToJeepneyPhaseout",,,,,,
SCMP - PCU,@scmpPCU,2023-03-08T11:18:17.000Z,"TAGUMPAY ANG ATING SAMA-SAMANG PAGKILOS! MABUHAY ANG MGA TSUPER, OPERATOR, AT KOMYUTER NA NAKIISA SA 3 ARAW NA TIGIL-PASADA UPANG TUTULAN AT LABANAN ANG PUV PHASEOUT!

Basahin ang buong pahayag: https://m.facebook.com/story.php?story_fbid=158978750306621&id=100085834899656&mibextid=Nif5oz…

#NoToJeepneyPhaseout",,5,5,,,
KamiyaJuu VTUBER,@JuuKamiya,2023-03-08T11:17:28.000Z,"Replying to 
@darenjoyoioi",1,1,41,,,
| ISAY| #FxckMyLife #SUPER,@cheollietonihan,2023-03-08T11:16:01.000Z,"ang sakit nito kase parehas silang valid.
#NoToJeepneyPhaseout",,,,,,
33°Fester,@33Fester,2023-03-08T11:13:53.000Z,"PARANG ANG SAGWA!

Pinaganda, inayos, pinatayuan ni PRRD ng maraming kalsada at tulay pero ang papasada mga BULOK NA JEEPNEY!

#NoToJeepneyPhaseout my ass! SO TANDAAN HA! #NeverForget na #NeverAgain to Joma Sison's dilawan, TERORISTANG CPP-NPA-NDF in 2025! Say NO to leni robredo!",,,,,,
The Manila Collegian,@MKule,2023-03-08T11:13:22.000Z,"Patuloy tayong makikiisa. Bilang mga komyuter at Iskolar ng Bayan, paingayin natin at makiisa sa mga panawagan dahil responsibilidad natin ang makibaka para sa ating mga karapatan.

Dibuho ni Pilar Florento 
Sulat ni Dam Marcellana

#NoToJeepneyPhaseout",,,4,,,
gf,@gfkives,2023-03-08T11:07:11.000Z,#NoToJeepneyPhaseout,,3,6,,,
Panday Sining Pampanga,@PS_Pampanga,2023-03-08T11:05:11.000Z,"IBASURA ANG HUWAD NA JEEPNEY MODERNIZATION PROGRAM! TUGUNAN ANG LUMALALANG KRISIS SA TRANSPORTASYON!

Basahin ang pahayag sa: https://m.facebook.com/story.php?story_fbid=181316997969603&id=100082739105292&mibextid=qC1gEa…

#NoToJeepneyPhaseout
#StandWithOurDrivers",1,4,7,,,
a,@_maeamaeam,2023-03-08T11:04:57.000Z,#NoToJeepneyPhaseout,,,,,,
Daria?!?!?!,@jeanetteskr,2023-03-08T11:04:56.000Z,#NoToJeepneyPhaseout,,,,,,
sol,@sueleis_,2023-03-08T11:04:47.000Z,"#NoToJeepneyPhaseout 
#YesToProPeopleModernization",,,,,,
ernie p. reyes,@estongreyes,2023-03-08T11:03:09.000Z,"#NoToJeepneyPhaseout 

Dyip ang salamin ng kulturang Pinoy
Modernong dyip, salamin ng corruption",1,3,14,,,
KINTSUGI,@chandelyeerr,2023-03-08T10:48:59.000Z,"Replying to 
@kblstgn",,1,5,,,
rince,@mlgath_,2023-03-08T10:47:11.000Z,"by supporting them to be heard, naipapakita mo ang pagmamahal sa bayan at mamamayan

kaya

#NoToJeepneyPhaseout
#YesToBBMPhaseOut",,,1,,,
KABATAAN Partylist DLSU,@KabataanDLSU,2023-03-08T10:45:21.000Z,"ANG SAMBAYANANG LUMALABAN, MAKABAYAN!

Ang matapang na paglaban ng masang-api kasama ang mga kababaihan ay nagpapatunay na  na ang tagumpay ay magmumula sa ating pagkakaisa!
 
Isulong ang pambansang demokrasya!

#IWWD2023
 #InternationalWomensDay 
#NoToJeepneyPhaseout",9,60,203,,,
Geraldine Subito,@pinkDinDin,2023-03-08T10:44:46.000Z,"#NoToJeepneyPhaseout 
#NoToMiniBus
Wag hayaang mawala ang jeepneys...",,,,,,
33°Fester,@33Fester,2023-03-08T10:43:39.000Z,"Replying to 
@33Fester
 and 
@jcpunongbayan",,,,,,
"Prof. Jhoanna Lynn Cruz, PhD",@JhoannaLynnCruz,2023-03-08T10:40:38.000Z,"The struggle for women’s rights must be fought in the larger context of human rights. 
Hindi lalabnaw ang mga isyu ng kababaihan kung ihahahalo sa mga isyu ng kabuhayan, katarungan, bayan. 

#AbanteBabaePalabanMilitante 
#AbanteBabae 
#IWD2023 
#NoToJeepneyPhaseout",1,9,48,,,
jadeh,@starryjade_,2023-03-08T10:40:22.000Z,"are namang si kuya driver ay pwede namang  ""ilan dun sa 50?"" bat ga naman ""single o taken?"" ang tanong sa akin HSHSHSHAHAHA
#NoToJeepneyPhaseout",,,2,,,
Juliet S. Santos,@_ricjul,2023-03-08T10:40:15.000Z,#NoToJeepneyPhaseout,,1,1,,,
´⁠◡ゝ⁠◡⁠` paper,@pulangpapel,2023-03-08T10:36:13.000Z,"tuloy ang laban ng mga tsuper at komyuter ! 

#NoToJeepneyPhaseout 
#SupportTransportStrike
#YesToProPeopleModernization #artph",,1,2,,,
jUnnie ★★★★★,@HyunjUnnieQ,2023-03-08T10:34:15.000Z,#NoToJeepneyPhaseout,,1,2,,,
Criticizing the government is a MUST,@BoBoMarcoses,2023-03-08T10:26:58.000Z,"Replying to 
@DZMMTeleRadyo
 and 
@jobmanahan",,,,,,
kalliste | idy milove,@kalst_b,2023-03-08T10:25:20.000Z,"“Ang ipinaglalaban natin ay atin. Jeep natin.” “Dumilihensya lang ako ng pang almusal""

parehong may pinaglalaban, nakakalungkot.
#NoToJeepneyPhaseout",1,3,7,,,
holy mother marynel,@optimimistic,2023-03-08T10:24:13.000Z,jgh hehe katalaka gid ya mag commute pero #NoToJeepneyPhaseout gyapon ah,,,,,,
capt. zy,@yuminuiea,2023-03-08T10:23:50.000Z,hindi ko alam kung saan ba ginagamit ng mga nasa gobyerno ang utak nila #NoToJeepneyPhaseout,,,,,,
Neo,@Dr_W4ne,2023-03-08T10:22:44.000Z,#NoToJeepneyPhaseout,,,,,,
33°Fester,@33Fester,2023-03-08T10:20:55.000Z,"DRAYBER PERO HINDI SWEET LABER!

Pagmamahal ba sa bayan yung isabotahe ang ekonomiya? Yung mag-strike pero sabay ang call ng BBM Resign? #NoToJeepneyPhaseout? Sino nagsabi may phaseout?

#MARTYRorMURDERER #MoMNowShowing #YesToJeepneyModernization #StopTheAttacks by using BABAE KA",1,,,,,
fatooey harbinger,@vennyrny,2023-03-08T10:19:01.000Z,"Samok gyud ning buktramco the fuck ga pataka rag plite di mo ana from 25 gyud ang SP to 27 and 30. 

Like yawa? Unsa ni freestyle ang pag plite? Tas wala nasad resibo.
#NoToJeepneyPhaseout",,,1,,,
marga | i want jungwon sugat,@snwnkisgf,2023-03-08T10:15:24.000Z,"Putangina pagod na pagod ako ngayong araw. Hindi pa ako nakakauwi sa bahay namin tangina gabi na 
#NoToJeepneyPhaseout",,,,,,
PUPCSSC,@ThePUPCSSC,2023-03-08T10:08:45.000Z,"patuloy tayong manindigan at makiisa sa kanilang laban tutol sa anti-mamamayan at huwad na Public Utility Modernization Program (PUVMP).       (5/5)

#NoToJeepneyPhaseOut
#SupportTheTransportStrike",,,,,,
PUPCSSC,@ThePUPCSSC,2023-03-08T10:08:41.000Z,"Sa walang tigil na paglala ng kalagayan ng ating ekonomiya, simula sa patuloy na pagtaas ng presyo ng mga bilihin at hindi nagbabagong kalagayan ng sahod, 

(1/5)

#NoToJeepneyPhaseOut
#SupportTheTransportStrike",1,3,4,,,
e manalo | sobrang proud kay brent,@brenttalisay,2023-03-08T10:06:41.000Z,"pinaglalaban nila 'yung trabaho and here u are saying that it's pointless? mga tarantado talaga kayo eh 

#NoToJeepneyPhaseout",,,,,,
elle saw Enha! and will rest until they comeback,@notella0oo_0,2023-03-08T10:01:15.000Z,"gusto ko sanang mag audition kaso naalala ko nakaraan lang may kaaway ako online and at the same time wala pala akong talent

Btw
#NoToJeepneyPhaseout ",,,,,,
ADPROS,@PUPADPROS,2023-03-08T10:00:40.000Z,"ADPROS stands with various transport groups in resisting the flawed mandatory jeepney phaseout. 

In support, we recall some commercials that spotlight the relevance of our iconic jeepneys throughout the years.

Expect more coming!

#NoToJeepneyPhaseout
#ADPRogress",,9,14,,,
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-08T10:00:04.000Z,"Gaganapin ito sa 13 Marso 2023 (Lunes) mula 4:00 PM hanggang 6:00 PM sa Room 5, 4/F Student Union Building (SUB).

Register here: http://tinyurl.com/SakayNaTasyo

Kitakits! 

#NoToJeepneyPhaseout
#SakayNaTasyo ",,3,6,,,
UP Kabataang Pilosopo Tasyo,@up_kapitas,2023-03-08T10:00:03.000Z,"Inaanyayahan namin ang mga mag-aaral ng UPD Kagawaran ng Pilosopiya sa 𝗦𝗮𝗸𝗮𝘆 𝗻𝗮, 𝗧𝗮𝘀𝘆𝗼! 𝗨𝗣 𝗞𝗮𝗯𝗮𝘁𝗮𝗮𝗻𝗴 𝗣𝗶𝗹𝗼𝘀𝗼𝗽𝗼 𝗧𝗮𝘀𝘆𝗼 𝗚𝗿𝗮𝗻𝗱 𝗔𝗽𝗽𝗹𝗶𝗰𝗮𝗻𝘁𝘀’ 𝗢𝗿𝗶𝗲𝗻𝘁𝗮𝘁𝗶𝗼𝗻!

#NoToJeepneyPhaseout
#SakayNaTasyo ",1,22,24,,,
Ome,@omeeeeeeelit,2023-03-08T09:59:40.000Z,"Nawa'y pasakayin din ang mga tsuper sa umaarangkadang Modernisasyon. 
#YesToJeepneyImprovements
#NoToJeepneyPhaseout",,,,,,
Primo.,@SiBebinTo,2023-03-08T09:58:06.000Z,"Patuloy na lalaban kasama kayo, Tay!  
In photo: Tatay Elmer Cordero of Piston 6
#InternationalWomensDay 
#NoToJeepneyPhaseout",,,5,,,
sexbomb cris,@c_difuntorum,2023-03-08T09:53:19.000Z,Please theyre like the filipino drivers very own battle vest customised to what tf they want ranging from jesus christ themself to slamdunk to their cousin's dog named linda #NoToJeepneyPhaseout,,1,2,,,
✩,@ARP4X,2023-03-08T09:52:58.000Z,"AYAN NA! AYAN NA! AYAN NA ANG SAMBAYANAN! 

WALANG MAGAGAWA ANG MGA KAPULISAN AT ANG ESTADO SA PANAHON NG PAG LABAN NG SAMBAYANAN! 

MASA ANG MAY KAPANGYARIHAN HINDI ANG NAGHAHARI-HARIAN! #InternationalWomensDay 
#NoToJeepneyPhaseout",36,"1,634","5,771",,,
junshishii,@jun_shiii,2023-03-08T09:44:42.000Z,#NoToJeepneyPhaseout,,,1,,,
︎ ︎,@shiqwse,2023-03-08T09:44:03.000Z,#NoToJeepneyPhaseout !,,,,,,
Tambisan sa Sining,@TAMBISAN_1979,2023-03-08T09:43:41.000Z,"Ang tagumpay ng kababaihan ay tagumpay ng sambayanan!

ABANTE, BABAE! 
PALABAN, MILITANTE!

#AbanteBabae
#SahodItaas
#PresyoIbaba
#ManggagawangKontraktwalGawingRegular
#NoToJeepneyPhaseout 
#ImperyalismoIbagsak",,,,,,
Elie lopez,@Elielopez20,2023-03-08T09:38:47.000Z,"#NoToJeepneyPhaseout
Maawa Naman kayo!",,,1,,,
